id,neighborhood,room_type,price,rating,review_text
4242,Bondi,Entire home/apt,599.25,3.0,"Terrible experience, the place was dirty and loud."
4243,Darlinghurst,Private room,399.1,3.5,"Very noisy and bustling, great for nightlife but hard to sleep."
4244,Newtown,Entire home/apt,216.0,4.4,"Very noisy and bustling, great for nightlife but hard to sleep."
4245,Surry Hills,Entire home/apt,171.0,3.3,Extremely clean and modern apartment with high-speed wifi.
4246,Surry Hills,Entire home/apt,288.9,4.5,Luxury villa with a pool and ocean views. Incredible experience.
4247,Darlinghurst,Shared room,498.58,3.7,Extremely clean and modern apartment with high-speed wifi.
4248,Manly,Entire home/apt,434.79,2.6,"Terrible experience, the place was dirty and loud."
4249,Newtown,Entire home/apt,57.94,4.2,"Very noisy and bustling, great for nightlife but hard to sleep."
4250,Manly,Shared room,241.43,4.6,"Terrible experience, the place was dirty and loud."
4251,Bondi,Entire home/apt,619.14,3.0,"Quiet and peaceful, the perfect romantic getaway."
4252,Bondi,Shared room,269.61,2.7,Extremely clean and modern apartment with high-speed wifi.
4253,Surry Hills,Private room,118.21,3.8,"Basic room, clean but tiny. The host was very friendly."
4254,Bondi,Entire home/apt,319.5,4.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4255,Manly,Shared room,68.94,3.1,A bit outdated but very affordable and cozy.
4256,Newtown,Entire home/apt,368.77,3.8,"Terrible experience, the place was dirty and loud."
4257,Manly,Shared room,479.39,3.4,Luxury villa with a pool and ocean views. Incredible experience.
4258,Manly,Entire home/apt,631.63,3.6,Extremely clean and modern apartment with high-speed wifi.
4259,Parramatta,Shared room,525.5,3.1,"Terrible experience, the place was dirty and loud."
4260,Parramatta,Shared room,54.33,3.9,A bit outdated but very affordable and cozy.
4261,Parramatta,Private room,211.54,4.7,Extremely clean and modern apartment with high-speed wifi.
4262,Manly,Private room,289.92,3.9,"Very noisy and bustling, great for nightlife but hard to sleep."
4263,Surry Hills,Private room,339.67,3.1,Luxury villa with a pool and ocean views. Incredible experience.
4264,Newtown,Entire home/apt,488.71,3.2,Luxury villa with a pool and ocean views. Incredible experience.
4265,Newtown,Entire home/apt,344.79,4.2,Luxury villa with a pool and ocean views. Incredible experience.
4266,Bondi,Private room,368.18,4.8,Luxury villa with a pool and ocean views. Incredible experience.
4267,Parramatta,Entire home/apt,666.18,3.6,"Quiet and peaceful, the perfect romantic getaway."
4268,Manly,Entire home/apt,411.92,4.6,"Terrible experience, the place was dirty and loud."
4269,Bondi,Private room,480.96,4.1,"Very noisy and bustling, great for nightlife but hard to sleep."
4270,Newtown,Shared room,794.91,4.0,Luxury villa with a pool and ocean views. Incredible experience.
4271,Parramatta,Entire home/apt,261.75,3.7,A bit outdated but very affordable and cozy.
4272,Newtown,Private room,646.84,4.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4273,Parramatta,Shared room,189.44,2.7,A bit outdated but very affordable and cozy.
4274,Darlinghurst,Shared room,724.93,3.2,"Quiet and peaceful, the perfect romantic getaway."
4275,Manly,Shared room,720.18,2.5,Extremely clean and modern apartment with high-speed wifi.
4276,Manly,Private room,297.82,5.0,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4277,Manly,Shared room,649.83,2.5,Luxury villa with a pool and ocean views. Incredible experience.
4278,Newtown,Shared room,138.7,4.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4279,Darlinghurst,Entire home/apt,448.65,4.6,Luxury villa with a pool and ocean views. Incredible experience.
4280,Manly,Private room,622.92,3.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4281,Bondi,Shared room,520.01,4.3,Extremely clean and modern apartment with high-speed wifi.
4282,Surry Hills,Private room,602.92,4.5,A bit outdated but very affordable and cozy.
4283,Bondi,Private room,311.02,3.2,Extremely clean and modern apartment with high-speed wifi.
4284,Manly,Shared room,579.71,4.0,A bit outdated but very affordable and cozy.
4285,Bondi,Shared room,216.38,3.1,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4286,Surry Hills,Entire home/apt,584.34,4.8,A bit outdated but very affordable and cozy.
4287,Manly,Private room,740.91,3.4,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4288,Bondi,Shared room,358.91,3.0,A bit outdated but very affordable and cozy.
4289,Manly,Shared room,763.95,3.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4290,Manly,Entire home/apt,540.92,4.0,Extremely clean and modern apartment with high-speed wifi.
4291,Surry Hills,Entire home/apt,162.38,3.2,"Quiet and peaceful, the perfect romantic getaway."
4292,Parramatta,Entire home/apt,248.01,4.8,A bit outdated but very affordable and cozy.
4293,Manly,Private room,756.15,3.0,"Quiet and peaceful, the perfect romantic getaway."
4294,Manly,Entire home/apt,558.32,4.0,Luxury villa with a pool and ocean views. Incredible experience.
4295,Newtown,Entire home/apt,218.16,3.2,"Very noisy and bustling, great for nightlife but hard to sleep."
4296,Darlinghurst,Entire home/apt,666.76,2.7,"Very noisy and bustling, great for nightlife but hard to sleep."
4297,Manly,Private room,404.99,4.7,"Terrible experience, the place was dirty and loud."
4298,Darlinghurst,Entire home/apt,454.66,4.9,"Terrible experience, the place was dirty and loud."
4299,Surry Hills,Entire home/apt,665.56,3.3,"Terrible experience, the place was dirty and loud."
4300,Manly,Entire home/apt,720.79,4.4,A bit outdated but very affordable and cozy.
4301,Parramatta,Shared room,110.12,3.1,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4302,Surry Hills,Shared room,366.23,3.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4303,Parramatta,Entire home/apt,380.05,4.4,"Very noisy and bustling, great for nightlife but hard to sleep."
4304,Newtown,Private room,785.17,3.7,"Terrible experience, the place was dirty and loud."
4305,Bondi,Shared room,407.04,3.2,A bit outdated but very affordable and cozy.
4306,Manly,Private room,605.18,4.3,"Quiet and peaceful, the perfect romantic getaway."
4307,Newtown,Entire home/apt,85.63,3.3,"Terrible experience, the place was dirty and loud."
4308,Manly,Entire home/apt,684.49,3.3,A bit outdated but very affordable and cozy.
4309,Manly,Private room,783.74,3.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4310,Newtown,Entire home/apt,639.41,2.8,"Basic room, clean but tiny. The host was very friendly."
4311,Manly,Entire home/apt,708.0,3.1,"Very noisy and bustling, great for nightlife but hard to sleep."
4312,Surry Hills,Private room,785.64,3.8,"Basic room, clean but tiny. The host was very friendly."
4313,Newtown,Shared room,193.51,4.9,"Very noisy and bustling, great for nightlife but hard to sleep."
4314,Surry Hills,Private room,490.82,3.9,Luxury villa with a pool and ocean views. Incredible experience.
4315,Manly,Entire home/apt,104.71,3.6,"Quiet and peaceful, the perfect romantic getaway."
4316,Surry Hills,Entire home/apt,751.05,4.9,"Terrible experience, the place was dirty and loud."
4317,Newtown,Shared room,476.63,3.5,"Basic room, clean but tiny. The host was very friendly."
4318,Manly,Private room,709.76,4.5,Extremely clean and modern apartment with high-speed wifi.
4319,Bondi,Shared room,448.68,3.2,"Basic room, clean but tiny. The host was very friendly."
4320,Newtown,Shared room,685.87,4.8,"Terrible experience, the place was dirty and loud."
4321,Manly,Private room,143.3,3.8,Luxury villa with a pool and ocean views. Incredible experience.
4322,Surry Hills,Entire home/apt,797.81,3.4,A bit outdated but very affordable and cozy.
4323,Newtown,Entire home/apt,578.87,3.6,Luxury villa with a pool and ocean views. Incredible experience.
4324,Bondi,Entire home/apt,694.42,5.0,Extremely clean and modern apartment with high-speed wifi.
4325,Bondi,Shared room,339.23,2.9,"Quiet and peaceful, the perfect romantic getaway."
4326,Darlinghurst,Entire home/apt,755.21,2.6,Luxury villa with a pool and ocean views. Incredible experience.
4327,Darlinghurst,Private room,606.69,3.1,"Quiet and peaceful, the perfect romantic getaway."
4328,Darlinghurst,Shared room,545.15,4.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4329,Newtown,Entire home/apt,782.37,4.0,"Quiet and peaceful, the perfect romantic getaway."
4330,Bondi,Private room,768.99,3.0,"Very noisy and bustling, great for nightlife but hard to sleep."
4331,Parramatta,Entire home/apt,58.28,2.7,A bit outdated but very affordable and cozy.
4332,Darlinghurst,Private room,447.76,4.3,A bit outdated but very affordable and cozy.
4333,Surry Hills,Private room,339.33,4.0,"Terrible experience, the place was dirty and loud."
4334,Darlinghurst,Entire home/apt,572.02,4.4,Extremely clean and modern apartment with high-speed wifi.
4335,Manly,Entire home/apt,155.71,3.6,"Basic room, clean but tiny. The host was very friendly."
4336,Manly,Private room,406.1,2.5,A bit outdated but very affordable and cozy.
4337,Manly,Entire home/apt,631.22,3.8,A bit outdated but very affordable and cozy.
4338,Newtown,Private room,612.04,3.8,A bit outdated but very affordable and cozy.
4339,Bondi,Entire home/apt,68.41,3.3,A bit outdated but very affordable and cozy.
4340,Parramatta,Shared room,554.49,2.8,Extremely clean and modern apartment with high-speed wifi.
4341,Darlinghurst,Entire home/apt,708.51,2.5,Extremely clean and modern apartment with high-speed wifi.
4342,Manly,Private room,641.13,3.7,Luxury villa with a pool and ocean views. Incredible experience.
4343,Surry Hills,Entire home/apt,554.86,3.4,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4344,Surry Hills,Shared room,588.7,3.6,"Terrible experience, the place was dirty and loud."
4345,Parramatta,Entire home/apt,66.37,3.6,Luxury villa with a pool and ocean views. Incredible experience.
4346,Newtown,Private room,746.46,3.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4347,Bondi,Entire home/apt,693.64,3.1,A bit outdated but very affordable and cozy.
4348,Surry Hills,Private room,271.91,4.0,"Terrible experience, the place was dirty and loud."
4349,Parramatta,Shared room,710.69,4.4,Extremely clean and modern apartment with high-speed wifi.
4350,Parramatta,Entire home/apt,540.59,3.9,Luxury villa with a pool and ocean views. Incredible experience.
4351,Parramatta,Entire home/apt,378.5,4.2,"Terrible experience, the place was dirty and loud."
4352,Surry Hills,Private room,467.4,3.9,Extremely clean and modern apartment with high-speed wifi.
4353,Manly,Private room,450.06,3.1,"Quiet and peaceful, the perfect romantic getaway."
4354,Manly,Entire home/apt,544.32,5.0,A bit outdated but very affordable and cozy.
4355,Parramatta,Entire home/apt,595.58,4.9,Extremely clean and modern apartment with high-speed wifi.
4356,Newtown,Entire home/apt,460.56,4.2,Extremely clean and modern apartment with high-speed wifi.
4357,Manly,Shared room,282.29,2.8,"Terrible experience, the place was dirty and loud."
4358,Manly,Shared room,674.29,2.7,A bit outdated but very affordable and cozy.
4359,Manly,Shared room,672.59,4.4,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4360,Darlinghurst,Shared room,394.77,4.1,Luxury villa with a pool and ocean views. Incredible experience.
4361,Darlinghurst,Entire home/apt,199.94,2.6,"Terrible experience, the place was dirty and loud."
4362,Parramatta,Entire home/apt,335.81,4.7,Luxury villa with a pool and ocean views. Incredible experience.
4363,Darlinghurst,Private room,127.22,2.8,Extremely clean and modern apartment with high-speed wifi.
4364,Darlinghurst,Entire home/apt,484.29,3.5,A bit outdated but very affordable and cozy.
4365,Darlinghurst,Entire home/apt,97.92,2.7,"Terrible experience, the place was dirty and loud."
4366,Newtown,Private room,420.16,3.1,A bit outdated but very affordable and cozy.
4367,Surry Hills,Entire home/apt,775.22,3.0,"Terrible experience, the place was dirty and loud."
4368,Newtown,Private room,322.07,3.5,"Terrible experience, the place was dirty and loud."
4369,Bondi,Entire home/apt,52.12,4.9,"Quiet and peaceful, the perfect romantic getaway."
4370,Bondi,Shared room,415.52,2.7,A bit outdated but very affordable and cozy.
4371,Manly,Shared room,296.88,3.6,"Basic room, clean but tiny. The host was very friendly."
4372,Bondi,Entire home/apt,586.78,3.4,"Basic room, clean but tiny. The host was very friendly."
4373,Newtown,Private room,658.88,4.3,Extremely clean and modern apartment with high-speed wifi.
4374,Darlinghurst,Shared room,171.47,4.9,"Quiet and peaceful, the perfect romantic getaway."
4375,Darlinghurst,Private room,219.99,4.4,"Very noisy and bustling, great for nightlife but hard to sleep."
4376,Surry Hills,Entire home/apt,436.45,2.8,Luxury villa with a pool and ocean views. Incredible experience.
4377,Surry Hills,Shared room,457.93,3.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4378,Parramatta,Shared room,50.37,4.6,"Very noisy and bustling, great for nightlife but hard to sleep."
4379,Darlinghurst,Shared room,389.33,4.5,"Terrible experience, the place was dirty and loud."
4380,Bondi,Private room,111.14,4.1,A bit outdated but very affordable and cozy.
4381,Bondi,Private room,758.33,4.4,"Very noisy and bustling, great for nightlife but hard to sleep."
4382,Parramatta,Entire home/apt,497.13,4.5,Luxury villa with a pool and ocean views. Incredible experience.
4383,Newtown,Entire home/apt,247.51,3.6,A bit outdated but very affordable and cozy.
4384,Manly,Shared room,466.59,2.8,"Very noisy and bustling, great for nightlife but hard to sleep."
4385,Manly,Private room,195.94,3.4,"Basic room, clean but tiny. The host was very friendly."
4386,Parramatta,Private room,295.88,3.0,"Basic room, clean but tiny. The host was very friendly."
4387,Parramatta,Entire home/apt,451.1,3.2,A bit outdated but very affordable and cozy.
4388,Darlinghurst,Private room,258.72,3.3,"Very noisy and bustling, great for nightlife but hard to sleep."
4389,Bondi,Private room,768.86,4.6,A bit outdated but very affordable and cozy.
4390,Parramatta,Shared room,291.16,4.6,A bit outdated but very affordable and cozy.
4391,Bondi,Private room,58.88,4.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4392,Bondi,Shared room,769.38,4.1,"Basic room, clean but tiny. The host was very friendly."
4393,Bondi,Private room,267.43,2.6,"Basic room, clean but tiny. The host was very friendly."
4394,Newtown,Entire home/apt,187.29,4.4,"Basic room, clean but tiny. The host was very friendly."
4395,Surry Hills,Private room,749.24,3.5,"Basic room, clean but tiny. The host was very friendly."
4396,Darlinghurst,Private room,376.11,2.9,"Terrible experience, the place was dirty and loud."
4397,Surry Hills,Entire home/apt,684.21,4.0,Luxury villa with a pool and ocean views. Incredible experience.
4398,Bondi,Entire home/apt,106.66,3.7,"Quiet and peaceful, the perfect romantic getaway."
4399,Bondi,Private room,715.62,3.6,"Very noisy and bustling, great for nightlife but hard to sleep."
4400,Parramatta,Entire home/apt,496.72,4.2,Extremely clean and modern apartment with high-speed wifi.
4401,Manly,Private room,568.01,5.0,"Very noisy and bustling, great for nightlife but hard to sleep."
4402,Bondi,Entire home/apt,499.54,4.4,Luxury villa with a pool and ocean views. Incredible experience.
4403,Newtown,Shared room,787.79,4.0,"Basic room, clean but tiny. The host was very friendly."
4404,Surry Hills,Entire home/apt,77.63,4.2,A bit outdated but very affordable and cozy.
4405,Parramatta,Entire home/apt,132.09,4.1,A bit outdated but very affordable and cozy.
4406,Bondi,Shared room,687.95,2.9,"Terrible experience, the place was dirty and loud."
4407,Parramatta,Shared room,165.29,4.4,"Terrible experience, the place was dirty and loud."
4408,Bondi,Shared room,489.92,4.8,"Quiet and peaceful, the perfect romantic getaway."
4409,Bondi,Private room,602.06,2.6,Luxury villa with a pool and ocean views. Incredible experience.
4410,Bondi,Private room,653.41,2.7,A bit outdated but very affordable and cozy.
4411,Parramatta,Shared room,278.74,3.8,Extremely clean and modern apartment with high-speed wifi.
4412,Surry Hills,Shared room,568.56,4.1,"Basic room, clean but tiny. The host was very friendly."
4413,Manly,Entire home/apt,64.39,4.0,"Very noisy and bustling, great for nightlife but hard to sleep."
4414,Bondi,Private room,358.18,2.9,Extremely clean and modern apartment with high-speed wifi.
4415,Bondi,Entire home/apt,404.08,3.1,"Very noisy and bustling, great for nightlife but hard to sleep."
4416,Bondi,Private room,126.38,3.2,"Quiet and peaceful, the perfect romantic getaway."
4417,Darlinghurst,Entire home/apt,221.79,4.8,A bit outdated but very affordable and cozy.
4418,Darlinghurst,Private room,321.9,5.0,Extremely clean and modern apartment with high-speed wifi.
4419,Parramatta,Entire home/apt,667.64,4.2,Extremely clean and modern apartment with high-speed wifi.
4420,Manly,Private room,689.44,4.9,Luxury villa with a pool and ocean views. Incredible experience.
4421,Darlinghurst,Entire home/apt,731.28,3.0,"Terrible experience, the place was dirty and loud."
4422,Parramatta,Shared room,363.77,3.4,"Terrible experience, the place was dirty and loud."
4423,Bondi,Entire home/apt,699.76,4.0,"Quiet and peaceful, the perfect romantic getaway."
4424,Newtown,Entire home/apt,149.36,4.1,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4425,Newtown,Entire home/apt,336.29,3.1,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4426,Darlinghurst,Private room,388.3,2.8,"Quiet and peaceful, the perfect romantic getaway."
4427,Bondi,Private room,338.31,3.5,Extremely clean and modern apartment with high-speed wifi.
4428,Surry Hills,Private room,350.18,4.3,"Very noisy and bustling, great for nightlife but hard to sleep."
4429,Surry Hills,Shared room,487.51,4.0,"Terrible experience, the place was dirty and loud."
4430,Surry Hills,Entire home/apt,369.06,4.9,Extremely clean and modern apartment with high-speed wifi.
4431,Surry Hills,Entire home/apt,677.56,5.0,"Quiet and peaceful, the perfect romantic getaway."
4432,Surry Hills,Shared room,491.36,2.8,Extremely clean and modern apartment with high-speed wifi.
4433,Surry Hills,Shared room,450.61,3.5,"Very noisy and bustling, great for nightlife but hard to sleep."
4434,Parramatta,Private room,300.75,3.8,"Terrible experience, the place was dirty and loud."
4435,Bondi,Private room,732.93,4.9,A bit outdated but very affordable and cozy.
4436,Manly,Private room,659.52,3.6,"Quiet and peaceful, the perfect romantic getaway."
4437,Newtown,Shared room,788.76,3.3,"Very noisy and bustling, great for nightlife but hard to sleep."
4438,Bondi,Private room,221.2,2.9,Luxury villa with a pool and ocean views. Incredible experience.
4439,Manly,Entire home/apt,764.31,4.7,Extremely clean and modern apartment with high-speed wifi.
4440,Bondi,Private room,380.23,4.0,Extremely clean and modern apartment with high-speed wifi.
4441,Manly,Private room,558.29,3.7,Extremely clean and modern apartment with high-speed wifi.
4442,Parramatta,Entire home/apt,449.74,2.6,"Basic room, clean but tiny. The host was very friendly."
4443,Newtown,Entire home/apt,473.16,3.7,"Terrible experience, the place was dirty and loud."
4444,Surry Hills,Shared room,542.05,4.4,"Basic room, clean but tiny. The host was very friendly."
4445,Darlinghurst,Private room,189.81,2.9,Luxury villa with a pool and ocean views. Incredible experience.
4446,Surry Hills,Entire home/apt,756.85,3.5,A bit outdated but very affordable and cozy.
4447,Manly,Entire home/apt,330.39,4.0,A bit outdated but very affordable and cozy.
4448,Newtown,Private room,649.9,2.7,A bit outdated but very affordable and cozy.
4449,Surry Hills,Private room,164.46,3.2,"Quiet and peaceful, the perfect romantic getaway."
4450,Bondi,Private room,564.19,3.7,Extremely clean and modern apartment with high-speed wifi.
4451,Parramatta,Private room,455.59,2.5,Luxury villa with a pool and ocean views. Incredible experience.
4452,Bondi,Shared room,342.26,4.8,"Terrible experience, the place was dirty and loud."
4453,Newtown,Private room,636.15,2.8,A bit outdated but very affordable and cozy.
4454,Surry Hills,Entire home/apt,66.0,2.7,"Terrible experience, the place was dirty and loud."
4455,Parramatta,Shared room,389.76,4.3,"Terrible experience, the place was dirty and loud."
4456,Darlinghurst,Entire home/apt,280.97,4.5,A bit outdated but very affordable and cozy.
4457,Surry Hills,Entire home/apt,394.79,4.5,"Very noisy and bustling, great for nightlife but hard to sleep."
4458,Bondi,Private room,684.81,5.0,"Quiet and peaceful, the perfect romantic getaway."
4459,Darlinghurst,Entire home/apt,660.66,3.4,"Quiet and peaceful, the perfect romantic getaway."
4460,Darlinghurst,Shared room,714.26,3.3,Extremely clean and modern apartment with high-speed wifi.
4461,Parramatta,Entire home/apt,762.45,4.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4462,Manly,Shared room,285.54,2.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4463,Bondi,Private room,323.36,4.6,"Very noisy and bustling, great for nightlife but hard to sleep."
4464,Newtown,Shared room,506.58,3.1,Extremely clean and modern apartment with high-speed wifi.
4465,Darlinghurst,Shared room,429.18,4.5,"Quiet and peaceful, the perfect romantic getaway."
4466,Surry Hills,Shared room,716.44,2.8,"Very noisy and bustling, great for nightlife but hard to sleep."
4467,Darlinghurst,Private room,575.94,3.1,"Very noisy and bustling, great for nightlife but hard to sleep."
4468,Parramatta,Private room,491.67,3.9,"Very noisy and bustling, great for nightlife but hard to sleep."
4469,Darlinghurst,Entire home/apt,76.99,2.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4470,Parramatta,Shared room,608.06,3.8,"Quiet and peaceful, the perfect romantic getaway."
4471,Parramatta,Private room,237.08,4.1,"Quiet and peaceful, the perfect romantic getaway."
4472,Bondi,Private room,730.84,2.7,A bit outdated but very affordable and cozy.
4473,Bondi,Shared room,389.27,4.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4474,Newtown,Private room,638.78,3.0,"Very noisy and bustling, great for nightlife but hard to sleep."
4475,Surry Hills,Shared room,722.1,4.7,"Quiet and peaceful, the perfect romantic getaway."
4476,Parramatta,Private room,658.42,5.0,Luxury villa with a pool and ocean views. Incredible experience.
4477,Parramatta,Shared room,463.64,3.1,"Quiet and peaceful, the perfect romantic getaway."
4478,Manly,Shared room,429.87,3.9,"Basic room, clean but tiny. The host was very friendly."
4479,Bondi,Entire home/apt,182.23,2.7,"Quiet and peaceful, the perfect romantic getaway."
4480,Newtown,Private room,786.06,4.9,A bit outdated but very affordable and cozy.
4481,Newtown,Entire home/apt,584.16,4.1,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4482,Bondi,Private room,409.33,2.7,"Quiet and peaceful, the perfect romantic getaway."
4483,Parramatta,Entire home/apt,756.65,4.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4484,Surry Hills,Shared room,610.1,4.2,"Quiet and peaceful, the perfect romantic getaway."
4485,Newtown,Entire home/apt,63.76,2.9,"Quiet and peaceful, the perfect romantic getaway."
4486,Parramatta,Shared room,730.22,2.6,Extremely clean and modern apartment with high-speed wifi.
4487,Manly,Entire home/apt,560.11,4.5,"Quiet and peaceful, the perfect romantic getaway."
4488,Surry Hills,Shared room,526.54,3.8,A bit outdated but very affordable and cozy.
4489,Darlinghurst,Entire home/apt,387.74,3.2,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4490,Surry Hills,Private room,418.3,3.3,"Quiet and peaceful, the perfect romantic getaway."
4491,Bondi,Shared room,664.06,4.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4492,Bondi,Entire home/apt,650.88,3.1,"Basic room, clean but tiny. The host was very friendly."
4493,Newtown,Private room,628.51,2.6,"Basic room, clean but tiny. The host was very friendly."
4494,Parramatta,Shared room,238.92,4.8,A bit outdated but very affordable and cozy.
4495,Darlinghurst,Entire home/apt,119.48,4.9,"Very noisy and bustling, great for nightlife but hard to sleep."
4496,Manly,Entire home/apt,608.58,4.4,Extremely clean and modern apartment with high-speed wifi.
4497,Darlinghurst,Private room,529.98,3.7,Extremely clean and modern apartment with high-speed wifi.
4498,Newtown,Entire home/apt,544.42,2.8,"Very noisy and bustling, great for nightlife but hard to sleep."
4499,Darlinghurst,Entire home/apt,328.68,2.7,"Very noisy and bustling, great for nightlife but hard to sleep."
4500,Surry Hills,Entire home/apt,211.57,2.8,"Very noisy and bustling, great for nightlife but hard to sleep."
4501,Bondi,Shared room,411.09,2.7,Luxury villa with a pool and ocean views. Incredible experience.
4502,Bondi,Entire home/apt,743.68,4.4,"Quiet and peaceful, the perfect romantic getaway."
4503,Bondi,Private room,419.1,3.7,A bit outdated but very affordable and cozy.
4504,Parramatta,Private room,261.78,2.6,Luxury villa with a pool and ocean views. Incredible experience.
4505,Bondi,Private room,625.5,2.8,"Very noisy and bustling, great for nightlife but hard to sleep."
4506,Newtown,Entire home/apt,177.53,3.9,Extremely clean and modern apartment with high-speed wifi.
4507,Surry Hills,Shared room,158.91,3.0,"Quiet and peaceful, the perfect romantic getaway."
4508,Darlinghurst,Private room,778.39,4.4,"Basic room, clean but tiny. The host was very friendly."
4509,Newtown,Entire home/apt,338.04,4.2,Luxury villa with a pool and ocean views. Incredible experience.
4510,Darlinghurst,Entire home/apt,441.05,3.8,"Terrible experience, the place was dirty and loud."
4511,Newtown,Entire home/apt,516.03,2.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4512,Surry Hills,Shared room,619.12,3.4,"Terrible experience, the place was dirty and loud."
4513,Newtown,Shared room,517.66,3.0,"Quiet and peaceful, the perfect romantic getaway."
4514,Newtown,Shared room,263.4,2.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4515,Newtown,Entire home/apt,103.3,2.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4516,Parramatta,Private room,446.02,3.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4517,Parramatta,Entire home/apt,294.09,2.6,Luxury villa with a pool and ocean views. Incredible experience.
4518,Bondi,Private room,785.54,4.7,"Basic room, clean but tiny. The host was very friendly."
4519,Bondi,Shared room,492.17,2.5,"Quiet and peaceful, the perfect romantic getaway."
4520,Newtown,Entire home/apt,726.59,4.4,A bit outdated but very affordable and cozy.
4521,Surry Hills,Shared room,744.05,3.8,"Very noisy and bustling, great for nightlife but hard to sleep."
4522,Parramatta,Private room,163.83,3.8,Luxury villa with a pool and ocean views. Incredible experience.
4523,Newtown,Entire home/apt,750.24,3.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4524,Manly,Private room,149.91,3.8,"Quiet and peaceful, the perfect romantic getaway."
4525,Darlinghurst,Private room,657.04,3.6,"Basic room, clean but tiny. The host was very friendly."
4526,Manly,Shared room,202.14,3.4,Luxury villa with a pool and ocean views. Incredible experience.
4527,Manly,Shared room,164.85,2.9,Extremely clean and modern apartment with high-speed wifi.
4528,Darlinghurst,Shared room,483.69,3.3,"Basic room, clean but tiny. The host was very friendly."
4529,Bondi,Entire home/apt,457.71,3.0,Luxury villa with a pool and ocean views. Incredible experience.
4530,Manly,Shared room,765.06,2.8,"Quiet and peaceful, the perfect romantic getaway."
4531,Surry Hills,Entire home/apt,504.18,3.4,"Very noisy and bustling, great for nightlife but hard to sleep."
4532,Newtown,Shared room,705.56,4.9,"Terrible experience, the place was dirty and loud."
4533,Manly,Private room,288.08,3.2,"Quiet and peaceful, the perfect romantic getaway."
4534,Parramatta,Private room,197.4,2.6,"Basic room, clean but tiny. The host was very friendly."
4535,Surry Hills,Entire home/apt,145.38,2.9,A bit outdated but very affordable and cozy.
4536,Parramatta,Private room,235.99,4.5,"Very noisy and bustling, great for nightlife but hard to sleep."
4537,Parramatta,Entire home/apt,406.15,3.5,"Terrible experience, the place was dirty and loud."
4538,Bondi,Shared room,319.04,3.5,"Very noisy and bustling, great for nightlife but hard to sleep."
4539,Darlinghurst,Private room,686.42,3.3,"Basic room, clean but tiny. The host was very friendly."
4540,Manly,Shared room,94.71,4.6,"Quiet and peaceful, the perfect romantic getaway."
4541,Newtown,Entire home/apt,460.79,3.0,"Terrible experience, the place was dirty and loud."
4542,Bondi,Entire home/apt,519.39,3.8,"Quiet and peaceful, the perfect romantic getaway."
4543,Newtown,Shared room,733.81,2.6,"Very noisy and bustling, great for nightlife but hard to sleep."
4544,Parramatta,Shared room,669.2,4.3,"Terrible experience, the place was dirty and loud."
4545,Bondi,Shared room,145.41,2.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4546,Surry Hills,Private room,359.18,2.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4547,Surry Hills,Private room,319.84,3.5,Luxury villa with a pool and ocean views. Incredible experience.
4548,Bondi,Entire home/apt,55.06,3.4,A bit outdated but very affordable and cozy.
4549,Darlinghurst,Shared room,307.21,2.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
4550,Darlinghurst,Shared room,670.81,2.7,Extremely clean and modern apartment with high-speed wifi.
4551,Surry Hills,Entire home/apt,513.23,2.9,"Terrible experience, the place was dirty and loud."
